827000270131033	01126998	银行卡	消费	2017-07-03	17:25:08	453209.00	453189.00	20.00
827000270131033	01126998	银行卡	消费	2017-07-03	17:09:18	464021.00	464001.00	20.00
827000270131056	01128935	银行卡	消费	2017-07-03	16:47:32	10000.00	9980.00	20.00
827000270131056	01128935	银行卡	消费	2017-07-03	16:36:54	57669.00	57649.00	20.00
827000270131054	01128930	银行卡	消费	2017-07-03	16:34:47	83368.00	83348.00	20.00
827000270131054	01128930	银行卡	消费	2017-07-03	16:34:11	300000.00	299980.00	20.00
827000270131056	01128935	银行卡	消费	2017-07-03	16:31:36	210805.00	210785.00	20.00
827000270131056	01128935	银行卡	消费	2017-07-03	16:27:00	5100.00	5069.40	30.60
827000270131056	01128935	银行卡	消费	2017-07-03	16:26:12	16000.00	15904.00	96.00
827000270131056	01128935	银行卡	消费	2017-07-03	16:25:12	14000.00	13916.00	84.00
827000270131056	01128935	银行卡	消费	2017-07-03	16:18:20	20000.00	19880.00	120.00
827000270131056	01128935	银行卡	消费	2017-07-03	16:17:11	15000.00	14980.00	20.00
827000270131056	01128935	银行卡	消费	2017-07-03	16:15:28	10000.00	9980.00	20.00
827000270131033	01126998	银行卡	消费	2017-07-03	16:12:39	491938.00	491918.00	20.00
827000270131056	01128935	银行卡	消费	2017-07-03	15:37:52	33729.00	33526.63	202.37
827000270131056	01128935	银行卡	消费	2017-07-03	15:36:50	12000.00	11928.00	72.00
827000270131056	01128935	银行卡	消费	2017-07-03	15:17:03	10000.00	9940.00	60.00
827000270131056	01128935	银行卡	消费	2017-07-03	15:05:14	164753.00	164733.00	20.00
827000270131033	01126998	银行卡	消费	2017-07-03	14:44:47	1510436.00	1510416.00	20.00
827000270131033	01126998	银行卡	消费	2017-07-03	14:39:19	346606.00	346586.00	20.00
827000270131044	01128134	银行卡	消费	2017-07-03	14:04:32	185000.00	184980.00	20.00
827000270131033	01126997	银行卡	消费	2017-07-03	13:45:50	20000.00	19980.00	20.00
827000270131056	01128935	银行卡	消费	2017-07-03	13:08:24	55568.00	55548.00	20.00
827000270131056	01128935	银行卡	消费	2017-07-03	13:05:52	146619.00	146599.00	20.00
827000270131056	01128935	银行卡	消费	2017-07-03	12:04:30	32794.00	32774.00	20.00
827000270131056	01128935	银行卡	消费	2017-07-03	12:02:39	50000.00	49980.00	20.00
827000270131056	01128935	银行卡	消费	2017-07-03	11:44:39	138841.00	138821.00	20.00
827000270131056	01128935	银行卡	消费	2017-07-03	11:01:31	24581.00	24433.51	147.49
827000270131056	01128935	银行卡	消费	2017-07-03	11:00:28	18000.00	17980.00	20.00
827000270131056	01128935	银行卡	消费	2017-07-03	10:24:33	10000.00	9940.00	60.00
